Actualizado 2026-09-12 09:10,,,,,,
Nro,Identificacion,Nombres,Apellidos,NroCuenta,IdBanco,Saldo
410,1239142060,Jose Juan Juan,Perez,10026793,11,15122.39906
411,4935907031,Carlos Jorge Maria,Rodriguez Quispe,10008898,13,5403.13665
412,4935907031,Carlos Jorge Maria,Rodriguez Quispe,10008899,13,18300.09591
413,9590048024,Sofia Lucia Carlos,Flores,10008900,13,13501.76799
414,9590048024,Sofia Lucia Carlos,Flores,10008901,13,14860.5044
415,3228241837,,Mamani Mendoza,10000028,5,17266.02121
416,,ESPADA SILVA DAVID ANTONIO,Mamani Mendoza,10000029,5,17266.02121
417,582542366,Jose,Garcia Flores,10088621,4,9208.22583
418,582542366,Jose,Garcia Flores,10088622,4,48135.69682
419,5644408521,Luis,Garcia,10053280,8,21994.22769
420,5644408521,Luis,Garcia,10053281,8,19954.57541
421,3054041425,Ana Elena,Rodriguez Quispe,10062173,7,21017.39297
422,3054041425,Ana Elena,Rodriguez Quispe,10062174,7,30217.98951
423,2693074932,Ricardo Ana Luis,Quispe,10044467,9,32785.58715
424,2693074932,Ricardo Ana Luis,Quispe,10044468,9,9032.06558
425,8490673163,Carlos Maria,Rodriguez Mamani,10115096,1,37231.11042
426,8490673163,Carlos Maria,Rodriguez Mamani,10115097,1,697.02168
427,7272002983,Maria Luis,Claros,10115098,1,26204.87908
428,7272002983,Maria Luis,Claros,10115099,1,4959.59028
429,8570051250,Lucia Diego,Claros,10115100,1,20962.05858
430,8570051250,Lucia Diego,Claros,10115101,1,420.87508
431,5815506661,Elena Juan,Mamani Mamani,10017790,12,16524.35909
432,5815506661,Elena Juan,Mamani Mamani,10017791,12,25408.03898
433,6593008923,Jose,Flores,10097488,3,26303.42096
434,6593008923,Jose,Flores,10097489,3,31782.57218
435,5742309126,Luis Juan,Flores Mamani,10044469,9,46848.10055
436,5742309126,Luis Juan,Flores Mamani,10044470,9,12296.92703
437,4669562555,Sofia Ricardo,Flores,10017792,12,21842.69312
438,4669562555,Sofia Ricardo,Flores,10017793,12,37368.43785
439,5086879741,Carlos Jorge,Flores Lopez,10079820,5,42641.6025
440,5086879741,Carlos Jorge,Flores Lopez,10079821,5,11341.55213
441,5749892855,Carlos,Lopez,10115102,1,48102.99631
442,5749892855,Carlos,Lopez,10115103,1,1016.83032
443,3631682102,Jorge Luis,Vargas,10088623,4,11897.12576
444,3631682102,Jorge Luis,Vargas,10088624,4,14741.46823
445,8620040365,Ricardo Ricardo,Claros,10044471,9,20628.88274
446,8620040365,Ricardo Ricardo,Claros,10044472,9,18671.29606
447,8179928487,Ana Elena Jorge,Mamani,10035684,10,6482.71738
448,8179928487,Ana Elena Jorge,Mamani,10035685,10,47627.42056
449,6336686776,Luis,Claros,10053282,8,31000.948
450,6336686776,Luis,Claros,10053283,8,41.3247
451,9301907320,Carlos,Rodriguez,10079822,5,35293.21187
452,9301907320,Carlos,Rodriguez,10079823,5,27412.72814
453,2254844805,Luis Luis,Lopez Lopez,10044473,9,8215.892
454,2254844805,Luis Luis,Lopez Lopez,10044474,9,21699.83842
455,3738055083,ESPEJO AGUILERA JESUS DIEGO,Garcia Flores,10000030,6,17266.02121
456,,,,,6,
457,3942848689,Juan Diego,Flores,10062175,7,48898.45529
458,3942848689,Juan Diego,Flores,10062176,7,42777.14437
459,8691544174,Jorge Elena,Flores,10071033,6,6229.55165
460,8691544174,Jorge Elena,Flores,10071034,6,39093.66856
461,6460256613,Sofia,Perez,10062177,7,14504.62008
462,6460256613,Sofia,Perez,10062178,7,32772.01872
463,3173149149,Maria Lucia,Mamani,10008902,13,36081.42861
464,3173149149,Maria Lucia,Mamani,10008903,13,44871.93641
465,8188096206,Juan,Rodriguez Claros,10035686,10,17688.49027
466,8188096206,Juan,Rodriguez Claros,10035687,10,30893.97744
467,6100422025,Ricardo Jorge Jorge,Mendoza,10115104,1,15032.41301
468,6100422025,Ricardo Jorge Jorge,Mendoza,10115105,1,29967.12355
469,5719148897,Maria,Quispe,10008904,13,49056.90791
470,5719148897,Maria,Quispe,10008905,13,36564.4497
471,1899441990,HINOJOSA CABRERA YANNEL ERIKA,Rodriguez Mendoza,10000032,6,17266.02121
472,1899441990,LEAÑOS RUDON SERGIO ANDRES,Rodriguez Mendoza,10000033,6,17266.02121
473,108834456,Jose Maria,Choque,10079824,5,15827.33293
474,108834456,Jose Maria,Choque,10079825,5,43685.97008
475,9246444446,Ana Sofia,Lopez Lopez,10035688,10,13050.54517
476,9246444446,Ana Sofia,Lopez Lopez,10035689,10,9103.065
477,6998851163,Jorge Carlos,Lopez,10088625,4,4146.33228
478,6998851163,Jorge Carlos,Lopez,10088626,4,6594.37023
479,2744571062,Carlos Lucia,Lopez Quispe,10035690,10,9762.48881
480,2744571062,Carlos Lucia,Lopez Quispe,10035691,10,1548.37457
481,1880277901,Luis Luis,Mamani Lopez,10079826,5,38109.00298
482,1880277901,Luis Luis,Mamani Lopez,10079827,5,48400.5363
483,3658136311,Luis Sofia,Flores,10097490,3,25003.231
484,3658136311,Luis Sofia,Flores,10097491,3,23410.94872
485,3223829273,Elena Sofia Juan,Rodriguez,10106291,2,13508.86978
486,3223829273,Elena Sofia Juan,Rodriguez,10106292,2,4100.51438
487,1839857357,Lucia Carlos,Mamani Garcia,10062179,7,746.39827
488,1839857357,Lucia Carlos,Mamani Garcia,10062180,7,37295.48139
489,3403016937,Jose Luis,Vargas,10053284,8,30012.8741
490,3403016937,Jose Luis,Vargas,10053285,8,43483.18378
491,8433026928,Luis Juan,Perez Garcia,10115106,1,3240.1137
492,8433026928,Luis Juan,Perez Garcia,10115107,1,11708.63663
493,4093860520,Ricardo Ana Lucia,Mendoza,10017794,12,15016.48322
494,4093860520,Ricardo Ana Lucia,Mendoza,10017795,12,22994.36699
495,1274712926,Carlos Carlos Ana,Martinez Choque,10026794,11,10722.27417
496,1274712926,Carlos Carlos Ana,Martinez Choque,10026795,11,16588.97732
497,8984418742,Juan Sofia Maria,Lopez,10017796,12,40464.13796
498,8984418742,Juan Sofia Maria,Lopez,10017797,12,24567.87815
499,2025547487,MERUVIA GUERRA ALEJANDRO IGNACIO,Flores,10000034,6,17266.02121
500,2025547487,MONEGRO VARGAS MANUEL DAVID,Flores,10000035,7,29818.97597
501,5681558132,Juan Ricardo Maria,Rodriguez,10088627,4,44756.64845
502,5681558132,Juan Ricardo Maria,Rodriguez,10088628,4,49562.744
503,875152588,Sofia,Lopez Vargas,10088629,4,8383.12823
504,875152588,Sofia,Lopez Vargas,10088630,4,25835.24958
505,7552830659,Ana Carlos Jose,Flores,10044475,9,12766.11425
506,7552830659,Ana Carlos Jose,Flores,10044476,9,47016.33875
507,6750053732,Elena,Rodriguez,10106293,2,29400.12569
508,6750053732,Elena,Rodriguez,10106294,2,6265.02737
509,6891137438,Luis Sofia,Mamani Vargas,10071035,6,26293.09243
510,6891137438,Luis Sofia,Mamani Vargas,10071036,6,169.81819
511,1922528479,Carlos Diego,Rodriguez,10062181,7,13908.40664
512,1922528479,Carlos Diego,Rodriguez,10062182,7,10587.60356
513,7069672940,Sofia Luis,Lopez Garcia,10079828,5,709.63559
514,7069672940,Sofia Luis,Lopez Garcia,10079829,5,46340.4643
515,5702692105,Ricardo,Perez Garcia,10008906,13,42932.20289
516,5702692105,Ricardo,Perez Garcia,10008907,13,26465.42496
517,4110446128,Ricardo Maria Ricardo,Vargas,10017798,12,31747.85225
518,4110446128,Ricardo Maria Ricardo,Vargas,10017799,12,11450.57635
519,5248797308,Juan Carlos,Rodriguez Mamani,10115108,1,38646.76791
520,5248797308,Juan Carlos,Rodriguez Mamani,10115109,1,45967.09889
521,9368314629,Sofia Carlos,Flores Mendoza,10044477,9,28775.47926
522,9368314629,Sofia Carlos,Flores Mendoza,10044478,9,15223.636
523,7035753369,Diego Jorge,Vargas,10115110,1,39680.57782
524,7035753369,Diego Jorge,Vargas,10115111,1,2606.2238
525,2894053658,Ana Carlos Jose,Claros Quispe,10035692,10,22278.36321
526,2894053658,Ana Carlos Jose,Claros Quispe,10035693,10,11.05009
527,5619223083,Juan,Rodriguez,10053286,8,187.88929
528,5619223083,Juan,Rodriguez,10053287,8,30109.56349
529,5810667234,Diego,Vargas,10017800,12,47977.84911
530,5810667234,Diego,Vargas,10017801,12,309.68011
531,5165133529,Elena Ricardo Carlos,Vargas,10088631,4,18027.84767
532,5165133529,Elena Ricardo Carlos,Vargas,10088632,4,429.08793
533,7786233728,Juan,Lopez Rodriguez,10017802,12,25493.15835
534,7786233728,Juan,Lopez Rodriguez,10017803,12,45530.86342
535,6697033234,Diego,Rodriguez,10044479,9,1769.49835
536,6697033234,Diego,Rodriguez,10044480,9,39977.36234
537,2218988179,Lucia Diego,Claros Mamani,10017804,12,28217.59644
538,2218988179,Lucia Diego,Claros Mamani,10017805,12,49522.74915
539,8211341874,Maria Carlos,Garcia,10035694,10,46782.53587
540,8211341874,Maria Carlos,Garcia,10035695,10,39524.03445
541,7310490104,Carlos,Mendoza,10017806,12,3684.38874
542,7310490104,Carlos,Mendoza,10017807,12,8037.74775
543,,PAREJA ALMENDRAS SAMUEL REYNALDO,Perez Perez,10000036,7,15987.91638
544,2680531942,,Perez Perez,10000037,7,30401.30744
545,9959658140,Jose Luis,Lopez,10115112,1,14992.75309
546,9959658140,Jose Luis,Lopez,10115113,1,45044.32853
547,2799991515,Jose Carlos Lucia,Mamani Mendoza,10062183,7,13120.72586
548,2799991515,Jose Carlos Lucia,Mamani Mendoza,10062184,7,41962.49302
549,3080764328,Sofia Jorge Sofia,Rodriguez Claros,10079830,5,20454.29619
550,3080764328,Sofia Jorge Sofia,Rodriguez Claros,10079831,5,18360.35935
551,6155063548,Sofia Jorge,Quispe,10062185,7,6832.03217
552,6155063548,Sofia Jorge,Quispe,10062186,7,28772.44201
553,5685172732,Lucia,Mendoza Mamani,10053288,8,32234.43635
554,5685172732,Lucia,Mendoza Mamani,10053289,8,41457.83569
555,3472310380,Diego,Garcia,10097492,3,47104.82934
556,3472310380,Diego,Garcia,10097493,3,15328.93049
557,9897725427,Ana,Claros,10071037,6,1548.84231
558,9897725427,Ana,Claros,10071038,6,25044.27441
559,648640728,Ricardo Carlos Maria,Vargas,10106295,2,25448.901
560,648640728,Ricardo Carlos Maria,Vargas,10106296,2,32070.5277
561,3243518403,Jose Elena,Mamani,10017808,12,30262.98003
562,3243518403,Jose Elena,Mamani,10017809,12,26680.29701
563,2457874127,Ricardo,Perez,10088633,4,13642.75815
564,2457874127,Ricardo,Perez,10088634,4,47980.23809
565,5072422151,Juan Sofia,Claros,10115114,1,9873.04651
566,5072422151,Juan Sofia,Claros,10115115,1,9630.58568
567,2625435713,Lucia Diego,Mendoza Lopez,10017810,12,39165.585
568,2625435713,Lucia Diego,Mendoza Lopez,10017811,12,19698.60012
569,5150006793,Juan Sofia,Mamani Perez,10008908,13,43509.51054
570,5150006793,Juan Sofia,Mamani Perez,10008909,13,42762.75036
571,2839024117,Jorge Ricardo,Mamani,10106297,2,22104.70175
572,2839024117,Jorge Ricardo,Mamani,10106298,2,36238.94229
573,996197101,Ricardo,Garcia,10053290,8,37549.73889
574,996197101,Ricardo,Garcia,10053291,8,6304.68579
575,9272452431,SANCHEZ LEAÑO ANGELA NICOLE,,10000038,7,17573.61843
576,9272452431,SORIA FLORES CARLOS,Claros,,8,15409.97917
577,8635236623,Maria,Claros Mendoza,10088635,4,3832.67231
578,8635236623,Maria,Claros Mendoza,10088636,4,28567.11064
579,6593819652,Sofia Juan Jorge,Flores,10088637,4,918.80189
580,6593819652,Sofia Juan Jorge,Flores,10088638,4,32847.41814
581,9131386000,VALLEJOS ALIAGA JOSE GABRIEL,Claros Quispe,10000040,8,47502.84199
582,9131386000,VARGAS GARCIA DANTE ARIEL,Claros Quispe,10000041,8,
583,4971822732,Elena Ricardo Luis,Vargas Garcia,10115116,1,26535.95396
584,4971822732,Elena Ricardo Luis,Vargas Garcia,10115117,1,11650.62146
585,9035749818,ZAMBRANA VIA EBVAM BRANDON,Mendoza Vargas,10000042,8,16121.18515
586,9035749818,Diego Sofia,Mendoza Vargas,10000043,8,6380.36901
587,1304157106,Elena Jose,Vargas Martinez,10000044,9,14851.20004
588,1304157106,Elena Jose,Vargas Martinez,10000045,9,43467.70422
589,4246689600,Carlos,Claros Quispe,10053292,8,6066.085
590,4246689600,Carlos,Claros Quispe,10053293,8,46898.32908
591,6540912215,Carlos,Perez,10088639,4,27045.17912
592,6540912215,Carlos,Perez,10088640,4,32312.93406
593,8706809011,Juan,Flores,10044481,9,19953.89946
594,8706809011,Juan,Flores,10044482,9,28503.7452
595,8750079791,Lucia Elena,Lopez,10106299,2,40784.19756
596,8750079791,Lucia Elena,Lopez,10106300,2,0.89565
597,7247052934,Ana,Lopez Garcia,10044483,9,42874.5105
598,7247052934,Ana,Lopez Garcia,10044484,9,39127.65957
599,2275122303,Ana Jorge,Rodriguez Perez,10017812,12,12797.85678
600,2275122303,Ana Jorge,Rodriguez Perez,10017813,12,7245.47356
601,190529086,Diego Ana Juan,Garcia Mamani,10008910,13,35929.3014
602,190529086,Diego Ana Juan,Garcia Mamani,10008911,13,10543.59561
603,1225151798,Ricardo Diego Diego,Flores,10062187,7,46593.06278
604,1225151798,Ricardo Diego Diego,Flores,10062188,7,9439.05385
605,3889668614,Elena Maria Luis,Rodriguez,10079832,5,32103.44237
606,3889668614,Elena Maria Luis,Rodriguez,10079833,5,45388.25896
607,8434424318,Jose,Perez Rodriguez,10026796,11,26022.35924
608,8434424318,Jose,Perez Rodriguez,10026797,11,19064.81191
609,6361175253,Sofia Ana,Lopez Lopez,10053294,8,47781.4806
610,6361175253,Sofia Ana,Lopez Lopez,10053295,8,34314.9231
611,9127972196,Maria,Rodriguez Rodriguez,10115118,1,26640.98791
612,9127972196,Maria,Rodriguez Rodriguez,10115119,1,38362.50676
613,3725173027,Jose Lucia,Garcia Rodriguez,10035696,10,32356.05826
614,3725173027,Jose Lucia,Garcia Rodriguez,10035697,10,28428.35051
615,981790123,Carlos Juan Juan,Choque Lopez,10044485,9,12912.527
616,981790123,Carlos Juan Juan,Choque Lopez,10044486,9,40479.30452
617,130862022,Lucia Jose Lucia,Lopez Lopez,10035698,10,20605.21
618,130862022,Lucia Jose Lucia,Lopez Lopez,10035699,10,40722.5737
619,469457952,Carlos Elena,Garcia Flores,10071039,6,87.95356
620,469457952,Carlos Elena,Garcia Flores,10071040,6,12076.98938
621,5706671143,Juan Juan Luis,Lopez,10008912,13,47743.78686
622,5706671143,Juan Juan Luis,Lopez,10008913,13,5963.21893
623,9695548049,Sofia,Perez Lopez,10115120,1,32742.11739
624,9695548049,Sofia,Perez Lopez,10115121,1,6653.67115
625,5509372879,Ricardo Ana,Mendoza,10035700,10,16357.74052
626,5509372879,Ricardo Ana,Mendoza,10035701,10,75.06343
627,8837485885,Carlos Lucia,Claros,10071041,6,31545.14117
628,8837485885,Carlos Lucia,Claros,10071042,6,25344.33595
629,2034796834,Luis Ricardo Maria,Perez Vargas,10115122,1,30411.349
630,2034796834,Luis Ricardo Maria,Perez Vargas,10115123,1,28279.08199
631,6956508374,Sofia,Lopez Mamani,10097494,3,31203.25722
632,6956508374,Sofia,Lopez Mamani,10097495,3,6248.93699
633,5677587199,Luis,Vargas Mendoza,10000046,9,2408.45302
634,5677587199,Luis,Vargas Mendoza,10000047,9,23781.32939
635,9366979781,Elena Jose,Claros,10053296,8,30463.73073
636,9366979781,Elena Jose,Claros,10053297,8,44906.10155
637,2794841912,Luis Luis,Claros Vargas,10044487,9,16298.76804
638,2794841912,Luis Luis,Claros Vargas,10044488,9,2468.02721
639,3531377915,Juan Ricardo Jorge,Rodriguez Garcia,10008914,13,28761.2707
640,3531377915,Juan Ricardo Jorge,Rodriguez Garcia,10008915,13,44455.14398
641,675938013,Jose Maria,Flores Quispe,10017814,12,49239.09829
642,675938013,Jose Maria,Flores Quispe,10017815,12,48823.75683
643,5789489384,Sofia Ana,Flores Quispe,10026798,11,22698.07259
644,5789489384,Sofia Ana,Flores Quispe,10026799,11,44900.38167
645,7495557431,Elena Ana,Quispe Flores,10035702,10,23241.03219
646,7495557431,Elena Ana,Quispe Flores,10035703,10,35717.54141
647,6018116112,Carlos Lucia,Rodriguez,10088641,4,5966.06789
648,6018116112,Carlos Lucia,Rodriguez,10088642,4,2847.3724
649,6510102780,Maria,Perez,10106301,2,34361.81391
650,6510102780,Maria,Perez,10106302,2,32790.96646
651,8406930511,Maria Lucia,Claros Mamani,10026800,11,48770.68836
652,8406930511,Maria Lucia,Claros Mamani,10026801,11,38765.23592
653,9534095306,Lucia Jose Ricardo,Flores,10026802,11,376.17036
654,9534095306,Lucia Jose Ricardo,Flores,10026803,11,10835.6908
655,6434701903,Juan Jose Sofia,Mendoza Perez,10026804,11,4417.49781
656,6434701903,Juan Jose Sofia,Mendoza Perez,10026805,11,13421.32287
657,1166664374,Sofia Sofia Jorge,Choque Flores,10088643,4,30056.92522
658,1166664374,Sofia Sofia Jorge,Choque Flores,10088644,4,18769.90032
659,5727314405,Sofia Elena,Mamani Perez,10088645,4,38781.57519
660,5727314405,Sofia Elena,Mamani Perez,10088646,4,226.21347
661,5941454881,Elena Diego,Garcia,10026806,11,46017.44389
662,5941454881,Elena Diego,Garcia,10026807,11,15514.87066
663,3559643389,Maria,Mamani Mamani,10115124,1,30426.36395
664,3559643389,Maria,Mamani Mamani,10115125,1,45659.01066
665,1152618394,Elena Jose,Mamani Lopez,10079834,5,4826.67241
666,1152618394,Elena Jose,Mamani Lopez,10079835,5,25688.9805
667,3459290355,Ricardo,Perez Perez,10062189,7,20178.33062
668,3459290355,Ricardo,Perez Perez,10062190,7,41862.66942
669,8579023378,Carlos,Garcia,10035704,10,4.5793
670,8579023378,Carlos,Garcia,10035705,10,48812.74011
671,15939022,Sofia Jose,Mamani Vargas,10088647,4,39974.75462
672,15939022,Sofia Jose,Mamani Vargas,10088648,4,19321.37097
673,2291441216,Elena,Perez,10097496,3,1843.52304
674,2291441216,Elena,Perez,10097497,3,1877.63532
675,2498537843,Luis Diego Lucia,Perez,10017816,12,19377.61063
676,2498537843,Luis Diego Lucia,Perez,10017817,12,22267.15108
677,2419583732,Lucia,Quispe,10062191,7,16911.68284
678,2419583732,Lucia,Quispe,10062192,7,22081.73462
679,2058239227,Luis,Mendoza Quispe,10079836,5,40307.113
680,2058239227,Luis,Mendoza Quispe,10079837,5,42196.8341
681,5779354775,Jose Luis,Claros,10026808,11,118.206
682,5779354775,Jose Luis,Claros,10026809,11,39342.03144
683,3732755682,Lucia,Vargas Perez,10071043,6,20467.00221
684,3732755682,Lucia,Vargas Perez,10071044,6,31414.18982
685,7938818745,Lucia Lucia Ricardo,Vargas,10035706,10,20157.74146
686,7938818745,Lucia Lucia Ricardo,Vargas,10035707,10,28456.09961
687,575109986,Jose,Mamani Martinez,10044489,9,44455.21728
688,575109986,Jose,Mamani Martinez,10044490,9,18212.12738
689,7964714519,Lucia Jose,Mamani,10106303,2,32096.87656
690,7964714519,Lucia Jose,Mamani,10106304,2,35677.28481
691,4205830828,Jorge,Garcia,10079838,5,15169.71367
692,4205830828,Jorge,Garcia,10079839,5,20582.55426
693,422256360,Jorge Juan,Quispe Garcia,10035708,10,6562.17808
694,422256360,Jorge Juan,Quispe Garcia,10035709,10,741.15476
695,2904363208,Sofia,Mamani,10017818,12,30813.04973
696,2904363208,Sofia,Mamani,10017819,12,32449.6783
697,9187577295,Carlos Diego Maria,Flores Vargas,10115126,1,12536.40992
698,9187577295,Carlos Diego Maria,Flores Vargas,10115127,1,5118.65471
699,8597114928,Diego Ana Diego,Garcia,10097498,3,20244.37822
700,8597114928,Diego Ana Diego,Garcia,10097499,3,34.52595
701,1924331663,Ana Lucia,Quispe,10008916,13,47937.46569
702,1924331663,Ana Lucia,Quispe,10008917,13,30879.42323
703,6167031327,Diego,Rodriguez,10017820,12,36597.85287
704,6167031327,Diego,Rodriguez,10017821,12,23180.14543
705,1117930508,Jose Lucia,Garcia,10053298,8,48844.51656
706,1117930508,Jose Lucia,Garcia,10053299,8,31950.75382
707,5868222501,Lucia Luis,Quispe Perez,10115128,1,22569.113
708,5868222501,Lucia Luis,Quispe Perez,10115129,1,454.05182
709,4084533208,Sofia Luis Ana,Flores,10000048,10,5362.39377
710,4084533208,Sofia Luis Ana,Flores,10000049,10,29513.84398
711,9037696636,Maria Carlos Ana,Flores,10062193,7,46093.27814
712,9037696636,Maria Carlos Ana,Flores,10062194,7,23632.3418
713,238719207,Luis,Rodriguez,10053300,8,35279.91425
714,238719207,Luis,Rodriguez,10053301,8,5375.29842
715,3455227777,Ricardo,Perez,10017822,12,47070.31657
716,3455227777,Ricardo,Perez,10017823,12,15072.52285
717,7888574458,Elena,Garcia Garcia,10062195,7,31956.70237
718,7888574458,Elena,Garcia Garcia,10062196,7,30914.36756
719,9661923130,Sofia Diego Juan,Mamani Claros,10053302,8,49566.10665
720,9661923130,Sofia Diego Juan,Mamani Claros,10053303,8,2954.57858
721,6643630350,Juan Jorge Diego,Vargas Mamani,10026810,11,15197.59423
722,6643630350,Juan Jorge Diego,Vargas Mamani,10026811,11,31359.84228
723,2263760314,Jorge Luis Jorge,Lopez,10097500,3,31630.37752
724,2263760314,Jorge Luis Jorge,Lopez,10097501,3,48288.55753
725,1628146262,Elena,Mamani Garcia,10008918,13,1132.55517
726,1628146262,Elena,Mamani Garcia,10008919,13,45564.49632
727,6995147490,Jorge,Mamani,10035710,10,2519.83995
728,6995147490,Jorge,Mamani,10035711,10,34650.26931
729,5623367015,Elena Lucia,Lopez,10097502,3,40269.44914
730,5623367015,Elena Lucia,Lopez,10097503,3,1195.9397
731,9739007153,Elena Ana Elena,Perez Lopez,10035712,10,28582.79
732,9739007153,Elena Ana Elena,Perez Lopez,10035713,10,40007.77426
733,6816285778,Jose,Perez Garcia,10062197,7,5349.53439
734,6816285778,Jose,Perez Garcia,10062198,7,44831.06527
735,1681224587,Luis Elena,Martinez,10017824,12,6631.15585
736,1681224587,Luis Elena,Martinez,10017825,12,44739.97551
737,5006273532,Jorge,Mamani Flores,10008920,13,29409.981
738,5006273532,Jorge,Mamani Flores,10008921,13,34364.42906
739,9274303739,Elena Carlos Jorge,Garcia Mendoza,10000050,11,37076.91067
740,9274303739,Elena Carlos Jorge,Garcia Mendoza,10000051,11,21787.28493
